pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_masse,st_teff,st_rad,st_mass
Kepler-852 b,Kepler-852,Transit,2016,44.9309804,2.54,,6100,1.16,1.19
Kepler-778 b,Kepler-778,Transit,2016,3.75574426,1.72,,5311,0.788,0.884
K2-126 b,K2-126,Transit,2017,7.385453,2,,,0.66,
Kepler-731 b,Kepler-731,Transit,2016,3.85558969,13.96546218,,5741,1.05268,
Kepler-491 b,Kepler-491,Transit,2016,4.225384512,9.16,,5649,1.055,1.071
Kepler-444 e,Kepler-444,Transit,2015,7.743493,0.546,,5046,0.752,0.758
Kepler-1100 b,Kepler-1100,Transit,2016,6.42200058,1.28,,6201,0.989,1.058
Kepler-1330 b,Kepler-1330,Transit,2016,10.10691725,,,5470,1.81783,0.96
Kepler-101 b,Kepler-101,Transit,2014,3.487689428,5.97,,5661,1.655,1.244
Kepler-20 d,Kepler-20,Transit,2011,77.6115987,2.492,,,,0.942
Kepler-179 b,Kepler-179,Transit,2014,2.735903375,1.58,,5294,0.761,0.849
WASP-148 b,WASP-148,Transit,2020,8.8036803,8.9006,,5701,0.94,
WASP-186 b,WASP-186,Transit,2020,5.026799551,12.98147408,,6434,1.47828,
WASP-62 b,WASP-62,Transit,2012,4.41194,15.02006,184.3414,6230,1.29,1.28
TOI-2459 b,TOI-2459,Transit,2023,19.10470192,2.93653367,,4195,0.675093,
Kepler-1282 b,Kepler-1282,Transit,2016,2.131945263,,,5444,0.910714,0.95
WASP-89 b,WASP-89,Transit,2015,3.3564227,11.65736,1875.197,5130,0.88,0.92
K2-342 b,K2-342,Transit,2021,11.561514,2.4,,6140,1.406,
Kepler-1798 b,Kepler-1798,Transit,2021,16.85592593,,,4155.94,0.641076,0.65
Kepler-1124 b,Kepler-1124,Transit,2016,2.852348262,,,3732,0.521234,0.518645
Kepler-1712 b,Kepler-1712,Transit,2021,13.81504449,,,3833,0.583435,0.574359
Kepler-1805 b,Kepler-1805,Transit,2021,8.84784273,,,3796,0.596385,0.585129
Kepler-1152 b,Kepler-1152,Transit,2016,1.646801683,,,3937,0.608109,0.594655
Kepler-125 b,Kepler-125,Transit,2014,4.164384505,,,3800,0.546506,0.542101
Kepler-125 c,Kepler-125,Transit,2014,5.77440326,,,3800,0.546506,0.542101
Kepler-2000 b,Kepler-2000,Transit,2023,6.383159135,,,3886,0.656577,0.632033
Kepler-2000 c,Kepler-2000,Transit,2023,20.6180348,,,3886,0.656577,0.632033
Kepler-45 b,Kepler-45,Transit,2011,2.455240626,,,3792,0.614823,0.600017
Kepler-1826 b,Kepler-1826,Transit,2021,1.615357809,,,3890,0.604869,0.592043
Kepler-205 b,Kepler-205,Transit,2014,2.755637216,,,4281.6,0.604434,0.669
Kepler-205 c,Kepler-205,Transit,2014,20.30652862,,,4281.6,0.604434,0.669
XO-7 b,XO-7,Transit,2019,2.8641424,15.389957,225.34147,6250,1.48,1.405
TRAPPIST-1 b,TRAPPIST-1,Transit,2016,,1.121,1.017,,,0.089
TRAPPIST-1 c,TRAPPIST-1,Transit,2016,,1.095,1.156,,,0.089
TRAPPIST-1 d,TRAPPIST-1,Transit,2016,,0.784,0.297,,,0.089
TRAPPIST-1 e,TRAPPIST-1,Transit,2017,,0.91,0.772,,,0.089
TRAPPIST-1 f,TRAPPIST-1,Transit,2017,,1.046,0.934,,,0.089
TRAPPIST-1 g,TRAPPIST-1,Transit,2017,,1.148,1.148,,,0.089
TRAPPIST-1 h,TRAPPIST-1,Transit,2017,,0.773,0.331,,,0.089
WASP-148 b,WASP-148,Transit,2020,8.80381,8.092898,92.48853,5460,1.03,1
WASP-148 c,WASP-148,Radial Velocity,2020,34.516,,127.132,5460,1.03,1
Kepler-1687 b,Kepler-1687,Transit,2020,5.77954,1.65623882,,4132,0.726119,0.65
WASP-62 b,WASP-62,Transit,2012,4.41193858,,,6391,1.21427,1.28
WASP-186 b,WASP-186,Transit,2020,5.026799,12.44199,1341.2426,6361,1.47,1.22
Kepler-186 c,Kepler-186,Transit,2014,7.267,1.37,,3820,0.5,0.506
Kepler-138 b,Kepler-138,Transit,2014,10.3126,0.522,0.066,3841,0.442,0.521
Kepler-1455 b,Kepler-1455,Transit,2016,49.276764,2.16,,4075,0.6,0.62
Kepler-1366 b,Kepler-1366,Transit,2016,2.164570968,1.43,,4070,0.6,0.62
Kepler-186 d,Kepler-186,Transit,2014,13.34305036,,,3876,0.547805,0.543276
Kepler-732 c,Kepler-732,Transit,2016,0.893040261,,,3619,0.522369,0.519723
Kepler-801 b,Kepler-801,Transit,2016,11.41921431,,,4390,0.689681,0.69
HIP 41378 b,HIP 41378,Transit,2016,15.572098,,,6226,1.343,1.168
Kepler-440 b,Kepler-440,Transit,2015,101.1108113,,,3891,0.6628,0.636635
Kepler-186 f,Kepler-186,Transit,2014,129.9441,1.17,,3755,0.523,0.544
Kepler-138 c,Kepler-138,Transit,2014,13.7813,1.197,1.97,3841,0.442,0.521
Kepler-953 b,Kepler-953,Transit,2016,88.40655258,4.21,,5416,0.99,0.95
Kepler-617 b,Kepler-617,Transit,2016,1.682695938,1.23,,3669,0.47,0.494
Kepler-1855 b,Kepler-1855,Transit,2021,0.727331746,,,3479,0.619862,0.603999
Kepler-1687 b,Kepler-1687,Transit,2020,5.77957133,,,4132,0.726119,0.65
Kepler-395 c,Kepler-395,Transit,2014,34.9897847,,,3897,0.644287,0.622827
Kepler-395 b,Kepler-395,Transit,2014,7.05429483,,,3897,0.644287,0.622827
Kepler-551 b,Kepler-551,Transit,2016,12.37646897,2.53,,4200,0.607,0.622
Kepler-622 b,Kepler-622,Transit,2016,14.28228147,1.82,,4102,0.595,0.612
Kepler-205 b,Kepler-205,Transit,2014,2.755637216,1.37,,4121,0.553,0.57
Kepler-205 c,Kepler-205,Transit,2014,20.30652862,1.58,,4121,0.553,0.57
Kepler-1308 b,Kepler-1308,Transit,2016,2.10433534,,,3505,0.480845,0.478808
Kepler-1319 b,Kepler-1319,Transit,2016,2.8867624,,,3527,0.500204,0.498257
Kepler-1321 b,Kepler-1321,Transit,2016,11.12827427,,,4034,0.758548,0.63
Kepler-1321 c,Kepler-1321,Transit,2016,2.226496196,,,4034,0.758548,0.63
Kepler-1321 d,Kepler-1321,Transit,2021,5.72084599,,,4034,0.758548,0.63
K2-415 b,K2-415,Transit,2023,4.0179694,1.015,7.5,3173,0.1965,0.1635
Kepler-1813 b,Kepler-1813,Transit,2021,2.81814715,,,,,
K2-212 b,K2-212,Transit,2018,9.7954,2.39257704,,4349,0.598075,0.621928
Kepler-637 b,Kepler-637,Transit,2016,23.20584623,2.76,,6722,1.466,1.296
Kepler-36 c,Kepler-36,Transit,2012,16.23192004,3.962,,5979,1.634,1.034
K2-104 b,K2-104,Transit,2016,1.974,,,3578,0.502513,0.500534
HATS-13 b,HATS-13,Transit,2015,3.0440499,13.585308,172.58169,5523,0.887,0.962
Kepler-1987 c,Kepler-1987,Transit,2023,3.648459,1.13,,4601,0.67,0.74
Kepler-1728 b,Kepler-1728,Transit,2021,4.78300387,,,5021,0.818491,0.83
Kepler-1158 b,Kepler-1158,Transit,2016,13.53953595,2.32,,6109,1.997,1.406
Kepler-106 c,Kepler-106,Transit,2014,13.570733,2.47,,5865,1.04,1.002
Kepler-172 c,Kepler-172,Transit,2014,6.38900035,,,5429,1.08963,0.95
Kepler-31 b,Kepler-31,Transit,2011,20.86021267,5.28,,6505,1.163,1.185
Kepler-1161 b,Kepler-1161,Transit,2016,10.71253219,,,4512.48,0.771349,0.71
Kepler-874 b,Kepler-874,Transit,2016,40.0686727,3.41,,6026,0.992,0.924
Kepler-103 b,Kepler-103,Transit,2014,15.96533687,3.14,,5845,1.436,1.094
Kepler-245 b,Kepler-245,Transit,2014,7.49017229,2.98,,5257,0.874,0.804
Kepler-229 d,Kepler-229,Transit,2014,41.19725502,3.86,,5031,0.848,0.801
KOI-12 b,KOI-12,Transit,2015,17.85523216,14.59767531,,6779.2,1.49114,
Kepler-198 d,Kepler-198,Transit,2016,1.311846092,,,5569.29,0.94755,0.982
GJ 179 b,GJ 179,Radial Velocity,2009,2288,,,3370,0.38,0.357
Kepler-903 c,Kepler-903,Transit,2016,62.9212757,,,5562,1.63874,0.98
K2-117 c,K2-117,Transit,2017,5.44425,1.75,,,0.4,
Kepler-1339 b,Kepler-1339,Transit,2016,1.341555127,1.08,,5738,1.407,0.938
KOI-1833 d,Kepler-968,Transit,2021,7.68433346,,,4442,0.701769,0.696
Kepler-58 c,Kepler-58,Transit,2012,15.57363551,2.93,,6100,1.083,1.017
Kepler-156 c,Kepler-156,Transit,2014,15.90686437,2.51,,5075,0.769,0.801
Kepler-276 d,Kepler-276,Transit,2013,48.64703539,,,5746,0.910298,1.03
Kepler-554 b,Kepler-554,Transit,2016,1.902208556,3.92,,5438,0.825,0.938
Qatar-7 b,Qatar-7,Transit,2019,2.032046,19.0553,597.5204,6387,1.564,1.409
55 Cnc b,55 Cnc,Radial Velocity,1996,14.6,,254.25,,,
WASP-18 b,WASP-18,Transit,2009,,,3327.6801,,,1.28
Kepler-286 e,Kepler-286,Transit,2014,29.2215101,1.79,,5742,0.91,0.96
Kepler-167 b,Kepler-167,Transit,2014,4.393157678,1.41,,4799,0.692,0.776
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,Microlensing,2018,,,170,,,0.58
Kepler-910 b,Kepler-910,Transit,2016,2.36436762,,,6117.24,1.57308,1.154
WASP-75 b,WASP-75,Transit,2013,2.4841939,11.8,,5994,1.13,
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,Microlensing,2023,,,28.60455663,,,0.37
Kepler-256 b,Kepler-256,Transit,2014,,1.236,,5608,0.985,
K2-155 b,K2-155,Transit,2018,6.34365,1.55,,3919,0.526,0.54
TOI-4515 b,TOI-4515,Transit,2024,15.26646582,12.26639677,,5420.82,0.874078,
TOI-2443 b,TOI-2443,Transit,2023,15.669494,2.7731,,4357,0.7321,0.66
Kepler-193 c,Kepler-193,Transit,2014,50.6984448,2.541,,5976,1.012,1.051
CoRoT-5 b,CoRoT-5,Transit,2009,4.0379156,,,,,
Kepler-354 d,Kepler-354,Transit,2014,24.209842,1.24,,4648,0.674,
Kepler-695 b,Kepler-695,Transit,2016,3.040330424,9.17,,5035,0.791,0.754
Kepler-1948 b,Kepler-1948,Transit,2021,15.57131611,0.7,,3842,0.526,0.531
K2-389 b,K2-389,Transit,2022,8.584043,2.184,,5782,1.084,0.802
Kepler-1852 b,Kepler-1852,Transit,2021,7.97098825,1.88,,5237,0.826,0.927
Kepler-876 b,Kepler-876,Transit,2016,5.1443645,1.55,,5157,0.904,0.83
Kepler-1302 b,Kepler-1302,Transit,2016,8.83922659,1.43,,5236,0.82,0.86
Kepler-1666 b,Kepler-1666,Transit,2020,25.8474596,2.57,,6297,1.031,1.084
Kepler-60 d,Kepler-60,Transit,2012,11.8981,1.99,4.16,5905,1.257,1.041
Kepler-356 b,Kepler-356,Transit,2014,4.61268045,1.3,,6129,1.108,1.072
Kepler-1129 b,Kepler-1129,Transit,2016,24.3397804,2.96,,5831,1,1
GJ 514 b,GJ 514,Radial Velocity,2022,140.43,,,3728,0.5,0.51
Kepler-164 c,Kepler-164,Transit,2014,10.94575474,,,6095,1.02132,1.14
Kepler-176 e,Kepler-176,Transit,2016,51.1658019,,,5047,0.821202,0.84
HR 8799 c,HR 8799,Imaging,2008,,11.209,,7204.58,1.49338,1.61
Kepler-1325 b,Kepler-1325,Transit,2016,33.8786838,2.86,,5550,0.91,0.93
Kepler-841 b,Kepler-841,Transit,2016,124.4197175,10.3,,5066,1.659,0.945
Kepler-750 b,Kepler-750,Transit,2016,9.42887179,2.95,,6495,1.168,1.19
TOI-431 b,TOI-431,Transit,2021,0.490052,,,4850,0.731,0.78
TOI-1248 b,TOI-1248,Transit,2024,4.3601561,6.8084859,27.4,5205,0.8686,0.9042
Kepler-1830 b,Kepler-1830,Transit,2021,56.4931698,,,6273.82,1.75079,1.22
Kepler-645 b,Kepler-645,Transit,2016,3.27581523,,,6284.97,1.41768,1.23
Kepler-155 c,Kepler-155,Transit,2014,52.66187,2.29,,4526,0.606,0.635
Kepler-1279 b,Kepler-1279,Transit,2016,,2.363,,6174,1.975,
Kepler-335 c,Kepler-335,Transit,2014,67.8450771,2.81,,6000,1.768,1.367
Kepler-1976 b,Kepler-1976,Transit Timing Variations,2023,4.959319244,,,5734,1.06251,1.02
Kepler-1391 b,Kepler-1391,Transit,2016,54.4099612,1.56,,5746,1.133,0.954
HAT-P-41 b,HAT-P-41,Transit,2012,2.694034775,18.25137548,,6479,1.65082,
Kepler-411 c,Kepler-411,Transit,2016,7.834430676,,,4837,0.731146,0.785
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,Microlensing,2016,,,21,,,0.38
Kepler-177 c,Kepler-177,Transit,2013,,9.13,,5732,1.369,
Kepler-357 b,Kepler-357,Transit,2014,6.475403414,,,4870,0.740322,0.79
Kepler-1206 b,Kepler-1206,Transit,2016,1.217000383,1.58,,4859,0.757,0.734
Kepler-264 b,Kepler-264,Transit,2014,40.8065333,3.71,,6207,2.097,1.472
TOI-6002 b,TOI-6002,Transit,2024,10.904821,1.65,,3229,0.2432,0.2101
K2-65 b,K2-65,Transit,2016,12.6475,1.58,,5213,0.84,0.87
Kepler-1542 d,Kepler-1542,Transit,2016,5.992180927,,,5611.29,1.14724,0.99
Kepler-309 b,Kepler-309,Transit,2014,5.92365634,1.03,,3880,0.49,0.51
Kepler-292 f,Kepler-292,Transit,2014,20.8341497,,,5193,0.838226,0.88
Kepler-479 b,Kepler-479,Transit,2016,12.49343755,,,5207,0.767297,0.886
Kepler-417 c,Kepler-417,Transit Timing Variations,2014,,2.488,,5379,0.767,
Kepler-373 b,Kepler-373,Transit,2014,5.535301,1.47,,5803,0.87,0.978
Kepler-1153 b,Kepler-1153,Transit,2016,1.755846,1.51,,5545,0.81,0.91
HAT-P-60 b,HAT-P-60,Transit,2021,4.7947813,18.28184752,182.4335056,6212,2.197,1.435
Kepler-164 c,Kepler-164,Transit,2014,10.94577401,,,6095,1.02132,1.14
Kepler-462 c,Kepler-462,Transit,2020,207.5829306,4.52,,6688,1.79,1.353
Kepler-423 b,Kepler-423,Transit,2014,2.68432897,12.4,,5976,0.93,1.028
Kepler-1830 b,Kepler-1830,Transit,2021,56.4943,2.19,,6428,1.11,1.18
Kepler-1324 b,Kepler-1324,Transit,2016,4.115844679,1.71,,4827,0.823,0.796
Kepler-993 b,Kepler-993,Transit,2016,22.08557563,2.22,,3635,0.41,0.432
K2-58 d,K2-58,Transit,2016,22.88159,1.75221592,,5134,0.803348,0.857874
Kepler-964 b,Kepler-964,Transit,2016,13.5225106,4.15,,5659,1.626,1.08
Kepler-300 c,Kepler-300,Transit,2014,40.7151103,2.15,,5968,0.881,0.97
HATS-66 b,HATS-66,Transit,2018,3.141382453,13.07086402,,6534,1.73409,
Kepler-178 c,Kepler-178,Transit,2014,20.55280793,2.61,,5535,0.92,0.94
Kepler-1734 b,Kepler-1734,Transit,2021,6.79684436,2.12,,6061,0.97,1.05
Kepler-325 c,Kepler-325,Transit,2014,12.76211573,,,5585.15,0.796602,0.99
K2-199 b,K2-199,Transit,2018,3.225369,1.593,,,0.582,
Kepler-176 b,Kepler-176,Transit,2014,5.43312169,1.41,,5229,0.877,0.826
Kepler-234 b,Kepler-234,Transit,2014,2.711502579,3.975,,5911,1.171,1.129
Kepler-305 d,Kepler-305,Transit,2014,16.73865956,2.67,,5117,0.79,0.85
Kepler-293 c,Kepler-293,Transit,2014,54.1558384,,,5412,0.870183,0.94
Kepler-24 e,Kepler-24,Transit,2014,18.99850923,2.353,,6022,1.084,1.046
Kepler-270 b,Kepler-270,Transit,2014,11.476094,2.01,,6067,1.461,
Kepler-1217 b,Kepler-1217,Transit,2016,2.032325072,1.91,,6156,1.05,1.114
Kepler-430 b,Kepler-430,Transit,2015,35.9682344,2.06,,5831,1.238,1.032
Kepler-573 b,Kepler-573,Transit,2016,22.18332255,2.78,,5565,1.03,0.889
Kepler-289 e,Kepler-289,Transit,2025,330.071558,2.94,,5933,1.115,0.998
Kepler-1020 b,Kepler-1020,Transit,2016,96.9151496,2.01,,5229,0.701,0.781
Kepler-446 b,Kepler-446,Transit,2015,,1.147,,3359,0.217,
Kepler-58 d,Kepler-58,Transit,2014,,2.66,,5776,0.986,
Kepler-11 c,Kepler-11,Transit,2010,13.02492819,3.02,,5745,1.07,0.99
Kepler-1303 b,Kepler-1303,Transit,2016,7.561207,1.16,,5823,0.88,0.984
Kepler-1578 b,Kepler-1578,Transit,2016,,1.045,,6050,0.886,
Kepler-1994 b,Kepler-1994,Transit,2023,4.61225043,,,5337.39,1.11473,0.921
K2-35 c,K2-35,Transit,2016,5.60871,1.9,,,0.603,
Kepler-200 b,Kepler-200,Transit,2014,,1.894,,5785,0.99,
Kepler-298 d,Kepler-298,Transit,2014,77.4740724,2.91,,4612,0.65,0.69
Kepler-1987 b,Kepler-1987,Transit,2023,2.345863002,,,4711,0.738369,0.75
Kepler-114 c,Kepler-114,Transit,2013,8.041331208,1.28,,3983,0.54,0.56
Kepler-967 b,Kepler-967,Transit,2016,13.22713379,1.86,,5080,0.628,0.619
HAT-P-4 b,HAT-P-4,Transit,2007,3.0565233,,,5860,1.596,1.248
KELT-6 b,KELT-6,Transit,2014,7.845582,13.22662,140.48086,6272,1.53,1.126
Kepler-283 b,Kepler-283,Transit,2014,11.00823021,3.44,,5189,0.72,0.76
HD 22496 b,HD 22496,Radial Velocity,2021,5.09071,,,4385,0.674,0.684
DMPP-1 b,DMPP-1,Radial Velocity,2019,18.57,,,6196,1.26,1.21
Kepler-225 c,Kepler-225,Transit,2014,18.79398,2.29,,4304,0.563,0.593
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,Microlensing,2013,,,578,,,0.022
Kepler-1333 b,Kepler-1333,Transit,2016,109.6462783,,,5488.86,0.890843,0.96
Kepler-1827 b,Kepler-1827,Transit,2021,3.700619936,1.85644292,,5423,1.404,0.915
Kepler-241 c,Kepler-241,Transit,2014,36.06587916,2.71,,4702,0.686,0.67
GJ 720 A b,GJ 720 A,Radial Velocity,2021,19.466,,,3837,0.56,0.57
K2-411 b,K2-411,Transit,2022,3.2141,0.9898,,5711,1.375,1.018
Kepler-208 c,Kepler-208,Transit,2014,7.466669415,,,6000.9,1.32062,1.11
K2-280 b,K2-280,Transit,2018,19.89531,8.01,,,1.367,
WASP-77 A b,WASP-77 A,Transit,2012,1.36003,15.46842,727.8307,5365,1.09,1.49
Kepler-1250 b,Kepler-1250,Transit,2016,2.607527573,,,5690,1.52652,1.01
Kepler-163 c,Kepler-163,Transit,2014,21.34736612,,,5410.9,0.97077,0.94
Kepler-199 b,Kepler-199,Transit,2014,23.64219092,3.87,,5989,1.131,0.979
Kepler-251 d,Kepler-251,Transit,2014,30.1329303,3.199,,5492,0.809,0.891
Kepler-361 c,Kepler-361,Transit,2014,55.1866695,2.24,,6327,1.175,1.064
Kepler-1244 b,Kepler-1244,Transit,2016,3.704283556,,,6568.52,2.53418,1.36
K2-346 b,K2-346,Transit,2021,26.19445485,2.99459349,,4678,0.709927,
Kepler-301 d,Kepler-301,Transit,2014,13.75129636,,,5627.92,0.959718,1
Kepler-1964 b,Kepler-1964,Transit,2021,2.440836404,14.68,,4798,0.71,0.733
Kepler-770 d,Kepler-770,Transit,2016,4.15246118,7.62,,4941,4.885,1.808
Kepler-895 b,Kepler-895,Transit,2016,,1.584,,4154,0.655,
Kepler-51 d,Kepler-51,Transit,2014,130.194,9.7,7.6,6018,0.94,1.04
K2-239 d,K2-239,Transit,2018,10.115,1.1,,3420,0.36,0.4
Kepler-1340 b,Kepler-1340,Transit,2016,0.665026916,0.98,,5957,0.937,1.026
K2-151 b,K2-151,Transit,2018,3.835476,1.49,,3695,0.45,0.47
Kepler-94 b,Kepler-94,Transit,2014,2.5080585,3.36,,4786,0.757,0.814
Kepler-727 b,Kepler-727,Transit,2016,5.154484417,2.53,,5441,0.86,0.89
Kepler-1742 b,Kepler-1742,Transit,2021,49.47798785,,,5582,0.865348,0.99
Kepler-1653 b,Kepler-1653,Transit,2017,140.251943,,,,,
Kepler-275 d,Kepler-275,Transit,2014,35.6756963,3.1,,6193,1.28,1.16
Kepler-374 d,Kepler-374,Transit,2014,5.02818614,1.91,,5730,1.341,1.033
Kepler-140 b,Kepler-140,Transit,2014,3.254274054,1.35,,6167,1.064,1.149
Kepler-1389 b,Kepler-1389,Transit,2016,,2.181,,4962,0.717,
TOI-2266 b,TOI-2266,Transit,2024,2.326342966,1.97631873,,3244,0.261162,
Gaia22dkvL b,Gaia22dkvL,Microlensing,2024,,,261.2549506,,,1.046
Kepler-763 b,Kepler-763,Transit,2016,1.19655156,1.22,,5166,0.8,0.84
WASP-15 b,WASP-15,Transit,2009,3.7520656,16.01,172,6300,1.477,1.18
Kepler-694 b,Kepler-694,Transit,2016,6.365845495,,,5568,0.98285,0.98
TOI-700 b,TOI-700,Transit,2020,9.97701,1.01,,3480,0.42,0.416
Kepler-301 c,Kepler-301,Transit,2014,5.41907559,1.478,,5656,0.94,1.022
Kepler-937 b,Kepler-937,Transit,2016,67.668827,3.27,,6126,1.079,0.963
Kepler-357 c,Kepler-357,Transit,2014,16.85827722,2.36,,5029,0.77,0.81
Kepler-324 c,Kepler-324,Transit,2014,51.81024389,,,5214,0.859378,0.89
Kepler-545 b,Kepler-545,Transit,2016,13.24934059,2.69,,5882,1.07,1.04
Kepler-352 d,Kepler-352,Transit,2021,6.88729828,0.66,,5238,0.752,0.836
Kepler-560 b,Kepler-560,Transit,2016,18.47764449,1.57,,3387,0.3,0.3
Kepler-1385 b,Kepler-1385,Transit,2016,2.888796,0.56,,5739,0.85,0.963
HAT-P-4 b,HAT-P-4,Transit,2007,3.0565114,14.93,216.12,,1.602,1.26
HATS-3 b,HATS-3,Transit,2013,3.547851,15.48,340.382,6351,1.404,1.209
HD 135694 b,HD 135694,Transit,2023,15.92347557,2.857,,5712,1.08,1.02
Kepler-329 b,Kepler-329,Transit,2014,7.41634701,,,4475,0.716897,0.702
Kepler-604 b,Kepler-604,Transit,2016,25.85499978,,,5787,1.10571,1.04
HR 5183 b,HR 5183,Radial Velocity,2019,27000.00000000000,,,5794,1.53,1.07
Kepler-511 b,Kepler-511,Transit,2016,296.637865,8.985,,5837,1.698,0.952
Kepler-139 d,Kepler-139,Transit,2023,7.305699922,1.95,,5616,1.2,1.044
Kepler-852 b,Kepler-852,Transit,2016,44.93128,3.5,,6374,1.38,1.18
Kepler-1799 b,Kepler-1799,Transit,2021,11.92960247,,,5540,1.55873,0.97
Kepler-538 b,Kepler-538,Transit,2016,81.73764829,,,5499,0.896703,0.964
TOI-3568 b,TOI-3568,Transit,2024,4.417965,5.3,26.4,4969,0.719,0.78
Kepler-783 c,Kepler-783,Transit,2020,7.053934488,,,5411.49,0.872088,0.94
Kepler-374 c,Kepler-374,Transit,2014,3.282807,1.1,,5977,0.911,
Kepler-26 b,Kepler-26,Transit,2011,12.28299972,2.89,,3887,0.53,0.55
Kepler-343 b,Kepler-343,Transit,2014,8.968520119,,,5750.81,1.2921,1.03
Kepler-1665 b,Kepler-1665,Transit,2020,11.95475266,2.31,,5098,0.787,0.746
Kepler-342 b,Kepler-342,Transit,2014,15.17026921,2.47,,6297,1.369,1.247
Kepler-864 c,Kepler-864,Transit,2023,2.42149592,,,5621,1.33944,1
K2-37 b,K2-37,Transit,2016,4.443774,1.52572113,,5382,0.818403,0.886868
Kepler-85 e,Kepler-85,Transit,2014,25.216751,1.27,,5436,0.893,
HD 74698 c,HD 74698,Radial Velocity,2023,3449,,,5783,1.333,1.039
Kepler-1207 b,Kepler-1207,Transit,2016,13.68237119,1.53,,6102,1.026,1.099
GJ 367 b,GJ 367,Transit,2021,0.3219233,2.66076,,3518,0.46,
Kepler-1353 b,Kepler-1353,Transit,2016,24.75451053,,,4684,0.748377,0.747
Kepler-364 c,Kepler-364,Transit,2014,59.9810586,2.4,,6177,1.38,1.19
Kepler-1188 b,Kepler-1188,Transit,2016,17.1369543,2.17,,6217,1.09,1.098
Kepler-310 c,Kepler-310,Transit,2014,56.47542,3.38,,5797,0.876,
GJ 317 c,GJ 317,Radial Velocity,2018,7500,,,3492.73,0.431834,0.453271
Kepler-126 c,Kepler-126,Transit,2014,21.86967617,1.56,,6239,1.358,1.188
Kepler-650 b,Kepler-650,Transit,2016,3.032145588,3.49,,6042,1.574,1.033
HAT-P-4 b,HAT-P-4,Transit,2007,3.0565259,15.1633,,5981,1.6,
Kepler-113 b,Kepler-113,Transit,2014,4.75400072,2,,4728,0.693,0.768
KOI-351 e,KOI-351,Transit,2013,91.9404603,2.32,,6238,1.054,0.967
Kepler-1596 b,Kepler-1596,Transit,2016,66.373379,2.02,,6139,0.976,1.006
Kepler-1456 b,Kepler-1456,Transit,2016,18.1373788,,,4116,0.653437,0.64
Kepler-383 c,Kepler-383,Transit,2014,31.2009333,1.39,,4710,0.699,0.683
Kepler-369 b,Kepler-369,Transit,2014,2.732756,1.13,,3591,0.471,
K2-289 b,K2-289,Transit,2019,13.15628,3.2,,3809,0.38,
Kepler-1066 b,Kepler-1066,Transit,2016,1.931559839,2.55,,5642,1.05,0.822
Kepler-1899 b,Kepler-1899,Transit,2021,4.09578199,,,4732.81,0.685832,0.76
Kepler-224 e,Kepler-224,Transit,2014,18.64385,2.55,,5210,0.72,0.825
Kepler-1311 b,Kepler-1311,Transit,2016,11.1726994,1.06,,5988,1.236,1.002
K2-119 b,K2-119,Transit,2017,7.727574,2.6,,,0.71,
Kepler-615 b,Kepler-615,Transit,2016,10.35584657,1.74,,4655,0.69,0.73
GJ 3470 b,GJ 3470,Radial Velocity,2012,3.336651063,4.13050781,,3552,0.499698,
K2-348 c,K2-348,Transit,2021,12.550896,2.6,,5220,0.828,
Kepler-378 c,Kepler-378,Transit,2014,,0.84,,4696,0.714,
Kepler-820 b,Kepler-820,Transit,2016,127.8338098,7.57,,6205,1.689,1.084
Kepler-234 b,Kepler-234,Transit,2014,,3.524,,5911,1.216,
EPIC 201595106 b,EPIC 201595106,Transit,2021,0.877214,1.3,,5820,0.93,
Kepler-253 d,Kepler-253,Transit,2014,,3.098,,5081,0.815,
TOI-201 b,TOI-201,Transit,2021,52.97818,11.298672,133.4886,6394,1.317,1.316
GJ 9827 b,GJ 9827,Transit,2017,1.2089749,,,4255,0.651,0.659
Kepler-247 d,Kepler-247,Transit,2014,20.47735749,5.07,,5130,0.8,0.84
Kepler-1527 b,Kepler-1527,Transit,2016,160.129918,4.77,,6224,1.32,1.21
K2-30 b,K2-30,Transit,2016,4.098474093,14.83669218,,5198,1.06395,
HIP 107773 b,HIP 107773,Radial Velocity,2015,144.3,,,4945,11.6,2.42
Kepler-392 c,Kepler-392,Transit,2014,10.42312041,1.31,,6474,1.403,1.104
Kepler-1551 b,Kepler-1551,Transit,2016,24.4972683,,,6256.78,1.12709,1.22
Kepler-1178 b,Kepler-1178,Transit,2016,,1.379,,4734,1.145,
HD 125390 b,HD 125390,Radial Velocity,2019,1758,,10806.16584,4882,,1.6
WASP-107 b,WASP-107,Transit,2017,5.7214742,,30.5,4425,0.67,0.683
Kepler-197 b,Kepler-197,Transit,2014,5.59934848,,,5963.52,1.20944,1.093
K2-266 e,K2-266,Transit,2018,19.4834833,3.54834332,,4362,0.733789,
Kepler-140 c,Kepler-140,Transit,2014,91.3515867,1.63,,6109,1.15,1.15
Kepler-1409 b,Kepler-1409,Transit,2016,0.764864926,1.04,,5160,0.79,0.83
Kepler-483 b,Kepler-483,Transit,2016,30.22935,2.6,,6568,1.18,1.23
