planet_name,host_name,disc_method,disc_year,pl_orbper_days,pl_rad_rearth,pl_mass_mearth,st_teff_k,st_rad_rsun,st_mass_msun,pl_mass_mjup,pl_rad_rjup,habitable_zone_flag,esi,has_mass,has_radius,has_stellar_data
Kepler-33 f,Kepler-33,transit,2011,41.02902,4.46,9.6,5904.0,1.82,1.291,0.030205016549831987,0.39789454902310645,inner,0.0,True,True,True
Kepler-330 b,Kepler-330,transit,2014,8.25978,1.35,,5117.0,0.722,0.848,,0.12043893300026766,inner,,False,True,True
Kepler-330 c,Kepler-330,transit,2014,15.955387,1.95,,5117.0,0.722,0.848,,0.17396734766705327,inner,,False,True,True
Kepler-331 b,Kepler-331,transit,2014,8.457496,1.82,,4347.0,0.492,0.653,,0.1623695244892497,inner,,False,True,True
Kepler-331 c,Kepler-331,transit,2014,17.28111,1.84,,4347.0,0.492,0.653,,0.16415380497814258,inner,,False,True,True
Kepler-331 d,Kepler-331,transit,2014,32.134328,1.64,,4347.0,0.492,0.653,,0.14631100008921402,inner,,False,True,True
Kepler-332 b,Kepler-332,transit,2014,7.626324,1.17,,4955.0,0.72,0.743,,0.10438040860023196,inner,,False,True,True
Kepler-332 c,Kepler-332,transit,2014,15.995622,1.09,,4955.0,0.72,0.743,,0.09724328664466055,inner,,False,True,True
Kepler-332 d,Kepler-332,transit,2014,34.21154,1.18,,4955.0,0.72,0.743,,0.10527254884467838,inner,,False,True,True
Kepler-333 b,Kepler-333,transit,2014,12.551158,1.32,28.2,4259.0,0.534,0.601,0.08872723611513146,0.11776251226692837,inner,0.0,True,True,True
Kepler-333 c,Kepler-333,transit,2014,24.08821,1.11,,4259.0,0.534,0.601,,0.0990275671335534,inner,,False,True,True
Kepler-334 b,Kepler-334,transit,2014,5.470319,1.12,,5828.0,1.068,1.022,,0.09991970737799984,inner,,False,True,True
Kepler-334 c,Kepler-334,transit,2014,12.758005,1.43,,5828.0,1.068,1.022,,0.12757605495583907,inner,,False,True,True
Kepler-334 d,Kepler-334,transit,2014,25.09849,1.41,,5828.0,1.068,1.022,,0.1257917744669462,inner,,False,True,True
Kepler-335 b,Kepler-335,transit,2014,6.562331,3.39,,5877.0,1.854,1.367,,0.30243554286733876,inner,,False,True,True
Kepler-335 c,Kepler-335,transit,2014,67.844469,3.07,,5877.0,1.854,1.367,,0.27388705504505306,inner,,False,True,True
Kepler-336 b,Kepler-336,transit,2014,2.024823,1.02,,5867.0,1.304,1.09,,0.09099830493353556,inner,,False,True,True
Kepler-336 c,Kepler-336,transit,2014,9.600001,2.1,,5867.0,1.304,1.09,,0.18734945133374967,inner,,False,True,True
Kepler-336 d,Kepler-336,transit,2014,20.678772,2.37,,5867.0,1.304,1.09,,0.2114372379338032,inner,,False,True,True
Kepler-337 b,Kepler-337,transit,2014,3.292781,1.54,,5684.0,1.761,1.081,,0.13738959764474976,inner,,False,True,True
Kepler-337 c,Kepler-337,transit,2014,9.693201,2.05,,5684.0,1.761,1.081,,0.18288875011151753,inner,,False,True,True
Kepler-338 b,Kepler-338,transit,2014,13.726976,2.44,30.6,5923.0,1.735,1.105,0.09627849025258946,0.21768221964492818,inner,0.0,True,True,True
Kepler-338 c,Kepler-338,transit,2014,24.310856,2.34,,5923.0,1.735,1.105,,0.2087608172004639,inner,,False,True,True
Kepler-338 d,Kepler-338,transit,2014,44.431014,3.0,,5923.0,1.735,1.105,,0.2676420733339281,inner,,False,True,True
Kepler-338 e,Kepler-338,transit timing variations,2014,9.341,1.56,8.5,5999.0,1.735,1.14,0.026744025070163737,0.13917387813364263,inner,0.0,True,True,True
Kepler-339 b,Kepler-339,transit,2014,4.977656,1.42,,5631.0,0.802,0.87,,0.12668391471139262,inner,,False,True,True
Kepler-339 c,Kepler-339,transit,2014,6.988055,1.15,7.3,5631.0,0.802,0.87,0.02296839800143474,0.1025961281113391,inner,0.0,True,True,True
Kepler-339 d,Kepler-339,transit,2014,10.558345,1.17,14.7,5631.0,0.802,0.87,0.04625143159193023,0.10438040860023196,inner,0.0,True,True,True
Kepler-34 b,Kepler-34,transit,2011,288.822,8.564,69.92,5913.0,1.1618,1.0479,0.2199932038712763,0.7640289053439201,inner,0.0,True,True,True
Kepler-340 b,Kepler-340,transit,2014,14.844387,2.53,,6620.0,1.85,1.65,,0.22571148184494602,inner,,False,True,True
Kepler-340 c,Kepler-340,transit,2014,22.824669,3.37,,6620.0,1.85,1.65,,0.3006512623784459,inner,,False,True,True
Kepler-341 b,Kepler-341,transit,2014,5.195528,1.18,,6012.0,1.024,0.976,,0.10527254884467838,inner,,False,True,True
Kepler-341 c,Kepler-341,transit,2014,8.01041,1.7,,6012.0,1.024,0.976,,0.15166384155589258,inner,,False,True,True
Kepler-341 d,Kepler-341,transit,2014,27.666313,1.85,,6012.0,1.024,0.976,,0.165045945222589,inner,,False,True,True
Kepler-341 e,Kepler-341,transit,2014,42.473269,1.99,,6012.0,1.024,0.976,,0.17753590864483898,inner,,False,True,True
Kepler-342 b,Kepler-342,transit,2014,15.170318,2.25,,6175.0,1.472,1.213,,0.20073155500044607,inner,,False,True,True
Kepler-342 c,Kepler-342,transit,2014,26.234138,1.96,,6175.0,1.472,1.213,,0.1748594879114997,inner,,False,True,True
Kepler-342 d,Kepler-342,transit,2014,39.459357,2.49,,6175.0,1.472,1.213,,0.22214292086716034,inner,,False,True,True
Kepler-342 e,Kepler-342,transit,2016,1.644224613,0.88,,6366.0,1.34,1.26,,0.07850834151128558,inner,,False,True,True
Kepler-343 b,Kepler-343,transit,2014,8.96855,2.41,,5807.0,1.433,1.055,,0.2150057989115889,inner,,False,True,True
Kepler-343 c,Kepler-343,transit,2014,23.22182,2.02,,5807.0,1.433,1.055,,0.18021232937817827,inner,,False,True,True
Kepler-344 b,Kepler-344,transit,2014,21.963945,2.61,,5774.0,0.976,0.931,,0.23284860380051745,inner,,False,True,True
Kepler-344 c,Kepler-344,transit,2014,125.596809,2.95,,5774.0,0.976,0.931,,0.263181372111696,inner,,False,True,True
Kepler-345 b,Kepler-345,transit,2014,7.415563,0.74,0.48,4504.0,0.623,0.61,0.0015102508274915992,0.0660183780890356,inner,0.5889039041781107,True,True,True
Kepler-345 c,Kepler-345,transit,2014,9.387427,1.2,2.2,4504.0,0.623,0.61,0.0069219829593364975,0.10705682933357123,inner,0.13976747329573724,True,True,True
Kepler-346 b,Kepler-346,transit,2014,6.511127,2.66,,6033.0,1.021,0.943,,0.2373093050227496,inner,,False,True,True
Kepler-346 c,Kepler-346,transit,2014,23.851549,3.07,,6033.0,1.021,0.943,,0.27388705504505306,inner,,False,True,True
Kepler-347 b,Kepler-347,transit,2014,12.79836,1.97,,6088.0,1.005,0.922,,0.1757516281559461,inner,,False,True,True
Kepler-347 c,Kepler-347,transit,2014,27.320871,1.75,,6088.0,1.005,0.922,,0.15612454277812474,inner,,False,True,True
Kepler-347 d,Kepler-347,transit,2023,85.517344,3.04,,5592.0,1.451,1.0,,0.2712106343117138,inner,,False,True,True
Kepler-348 b,Kepler-348,transit,2014,7.05677,1.52,,6177.0,1.359,1.189,,0.1356053171558569,inner,,False,True,True
Kepler-348 c,Kepler-348,transit,2014,17.265427,1.33,,6177.0,1.359,1.189,,0.1186546525113748,inner,,False,True,True
Kepler-349 b,Kepler-349,transit,2014,5.929778,1.9,94.5,5956.0,0.927,1.083,0.29733063166240864,0.16950664644482114,inner,0.0,True,True,True
Kepler-349 c,Kepler-349,transit,2014,12.247629,1.96,,5956.0,0.927,1.083,,0.1748594879114997,inner,,False,True,True
Kepler-35 b,Kepler-35,transit,2011,131.458,8.16,40.363,5606.0,1.0284,0.8877,0.12699636281259047,0.7279864394682845,inner,0.0,True,True,True
Kepler-350 b,Kepler-350,transit,2014,11.189562,1.85,16.9,6186.0,1.534,1.19,0.05317341455126672,0.165045945222589,inner,0.0,True,True,True
Kepler-350 c,Kepler-350,transit,2013,17.849,3.1,6.1,6492.3,1.25,1.0,0.01919277093270574,0.27656347577839235,inner,0.0,True,True,True
Kepler-350 d,Kepler-350,transit,2013,26.136,2.8,14.9,6492.3,1.25,1.0,0.046880702770051734,0.24979926844499956,inner,0.0,True,True,True
Kepler-351 b,Kepler-351,transit,2014,37.054919,3.06,4.8,5643.0,0.854,0.81,0.015102508274915993,0.27299491480060667,inner,0.0,True,True,True
Kepler-351 c,Kepler-351,transit,2014,57.24809,3.19,11.1,5643.0,0.854,0.81,0.034924550385743235,0.2845927379784102,inner,0.0,True,True,True
Kepler-351 d,Kepler-351,transit,2016,142.544247,2.72,,5225.0,0.78,0.81,,0.24266214648942816,inner,,False,True,True
Kepler-352 b,Kepler-352,transit,2014,10.05537,0.86,,5212.0,0.781,0.798,,0.07672406102239272,inner,,False,True,True
Kepler-352 c,Kepler-352,transit,2014,16.332995,1.24,,5212.0,0.781,0.798,,0.11062539031135694,inner,,False,True,True
Kepler-352 d,Kepler-352,transit,2021,6.887279987,0.80628032,,5208.0,0.772,0.796,,0.07193151217771435,inner,,False,True,True
Kepler-353 b,Kepler-353,transit,2014,5.795278,0.89,,3903.0,0.504,0.553,,0.079400481755732,inner,,False,True,True
Kepler-353 c,Kepler-353,transit,2014,8.410894,1.38,,3903.0,0.504,0.553,,0.12311535373360692,inner,,False,True,True
Kepler-354 b,Kepler-354,transit,2014,5.47666,1.84,,4648.0,0.674,0.652,,0.16415380497814258,inner,,False,True,True
Kepler-354 c,Kepler-354,transit,2014,16.934402,1.31,,4648.0,0.674,0.652,,0.11687037202248195,inner,,False,True,True
Kepler-354 d,Kepler-354,transit,2014,24.209842,1.24,,4648.0,0.674,0.652,,0.11062539031135694,inner,,False,True,True
Kepler-355 b,Kepler-355,transit,2014,11.03189,1.46,,6184.0,1.066,0.933,,0.13025247568917833,inner,,False,True,True
Kepler-355 c,Kepler-355,transit,2014,25.762294,2.71,,6184.0,1.066,0.933,,0.2417700062449817,inner,,False,True,True
Kepler-356 b,Kepler-356,transit,2014,4.612696,1.57,,6133.0,1.335,1.163,,0.14006601837808905,inner,,False,True,True
Kepler-356 c,Kepler-356,transit,2014,13.121632,1.81,,6133.0,1.335,1.163,,0.1614773842448033,inner,,False,True,True
Kepler-357 b,Kepler-357,transit,2014,6.475434,1.84,,5036.0,0.834,0.794,,0.16415380497814258,inner,,False,True,True
Kepler-357 c,Kepler-357,transit,2014,16.85837,2.67,,5036.0,0.834,0.794,,0.238201445267196,inner,,False,True,True
Kepler-357 d,Kepler-357,transit,2014,49.499875,3.43,,5036.0,0.834,0.794,,0.3060041038451245,inner,,False,True,True
Kepler-358 b,Kepler-358,transit,2014,34.060467,2.72,,5908.0,0.954,0.94,,0.24266214648942816,inner,,False,True,True
Kepler-358 c,Kepler-358,transit,2014,83.488369,2.85,,5908.0,0.954,0.94,,0.2542599696672317,inner,,False,True,True
Kepler-359 b,Kepler-359,transit,2014,25.563222,3.53,,6248.0,1.086,0.827,,0.3149255062895887,inner,,False,True,True
Kepler-359 c,Kepler-359,transit,2014,57.68802,4.3,2.9,6248.0,1.086,0.827,0.009124432082761745,0.3836203051119636,inner,0.0,True,True,True
Kepler-359 d,Kepler-359,transit,2014,77.095691,4.01,2.7,6248.0,1.086,0.827,0.008495160904640246,0.3577482380230172,inner,0.0,True,True,True
Kepler-36 b,Kepler-36,transit,2012,13.86825,1.498,3.83,5979.0,1.634,1.034,0.01205054306102672,0.13364260861807475,inner,0.0,True,True,True
Kepler-36 c,Kepler-36,transit,2012,16.21865,3.679,7.13,5979.0,1.634,1.034,0.022433517500031464,0.3282183959318405,inner,0.0,True,True,True
Kepler-360 b,Kepler-360,transit,2014,3.289672,1.65,,6053.0,1.058,0.994,,0.14720314033366044,inner,,False,True,True
Kepler-360 c,Kepler-360,transit,2014,7.186434,2.1,,6053.0,1.058,0.994,,0.18734945133374967,inner,,False,True,True
Kepler-361 b,Kepler-361,transit,2014,8.486616,1.45,,6169.0,1.343,1.191,,0.1293603354447319,inner,,False,True,True
Kepler-361 c,Kepler-361,transit,2014,55.188023,2.52,,6169.0,1.343,1.191,,0.2248193416004996,inner,,False,True,True
Kepler-362 b,Kepler-362,transit,2014,10.327186,0.88,,5788.0,0.722,0.904,,0.07850834151128558,inner,,False,True,True
Kepler-362 c,Kepler-362,transit,2014,37.866281,1.45,,5788.0,0.722,0.904,,0.1293603354447319,inner,,False,True,True
Kepler-363 b,Kepler-363,transit,2014,3.614568,1.16,,5593.0,1.485,1.226,,0.10348826835578552,inner,,False,True,True
Kepler-363 c,Kepler-363,transit,2014,7.542427,1.69,66.4,5593.0,1.485,1.226,0.20891803113633792,0.15077170131144615,inner,0.0,True,True,True
Kepler-363 d,Kepler-363,transit,2014,11.932125,2.05,,5593.0,1.485,1.226,,0.18288875011151753,inner,,False,True,True
Kepler-364 b,Kepler-364,transit,2014,25.745718,1.55,,6108.0,1.284,1.076,,0.13828173788919618,inner,,False,True,True
Kepler-364 c,Kepler-364,transit,2014,59.980627,2.15,,6108.0,1.284,1.076,,0.1918101525559818,inner,,False,True,True
Kepler-365 b,Kepler-365,transit,2014,10.664903,2.04,,6012.0,1.048,1.02,,0.1819966098670711,inner,,False,True,True
Kepler-365 c,Kepler-365,transit,2014,17.784129,1.64,,6012.0,1.048,1.02,,0.14631100008921402,inner,,False,True,True
Kepler-366 b,Kepler-366,transit,2014,3.281959,1.46,,6209.0,1.048,1.088,,0.13025247568917833,inner,,False,True,True
Kepler-366 c,Kepler-366,transit,2014,12.51616,1.79,,6209.0,1.048,1.088,,0.15969310375591045,inner,,False,True,True
Kepler-367 b,Kepler-367,transit,2014,37.815724,1.3,,4710.0,0.695,0.768,,0.11597823177803551,inner,,False,True,True
Kepler-367 c,Kepler-367,transit,2014,53.578637,1.2,,4710.0,0.695,0.768,,0.10705682933357123,inner,,False,True,True
Kepler-368 b,Kepler-368,transit,2014,26.84768,3.26,,5502.0,2.019,1.165,,0.2908377196895352,inner,,False,True,True
Kepler-368 c,Kepler-368,transit,2014,72.379334,3.88,,5502.0,2.019,1.165,,0.3461504148452137,inner,,False,True,True
Kepler-369 b,Kepler-369,transit,2014,2.732756,1.13,,3591.0,0.471,0.5,,0.10081184762244624,inner,,False,True,True
Kepler-369 c,Kepler-369,transit,2014,14.871572,1.41,,3591.0,0.471,0.5,,0.1257917744669462,inner,,False,True,True
Kepler-37 b,Kepler-37,transit,2013,13.36702,0.3098,0.79,5357.0,0.789,0.79,0.002485621153579924,0.02763850477295031,inner,0.4898647042205372,True,True,True
Kepler-37 c,Kepler-37,transit,2013,21.301848,0.755,1.3,5357.0,0.789,0.79,0.004090262657789749,0.06735658845570525,inner,0.7261159004250155,True,True,True
Kepler-37 d,Kepler-37,transit,2013,39.7922622,2.03,2.0,5357.0,0.789,0.79,0.0062927117812149975,0.18110446962262466,inner,0.0,True,True,True
Kepler-37 e,Kepler-37,transit timing variations,2014,51.196,0.37,,5288.0,0.772,0.8,,0.0330091890445178,inner,,False,True,True
Kepler-370 b,Kepler-370,transit,2014,4.57953,1.59,,5852.0,0.9,0.982,,0.1418502988669819,inner,,False,True,True
Kepler-370 c,Kepler-370,transit,2014,19.02293,1.91,,5852.0,0.9,0.982,,0.17039878668926756,inner,,False,True,True
Kepler-371 b,Kepler-371,transit,2014,34.763278,1.89,,5666.0,0.992,0.876,,0.1686145062003747,inner,,False,True,True
Kepler-371 c,Kepler-371,transit,2014,67.968015,1.78,,5666.0,0.992,0.876,,0.158800963511464,inner,,False,True,True
Kepler-372 b,Kepler-372,transit,2014,6.849692,1.36,,6509.0,1.137,1.202,,0.12133107324471408,inner,,False,True,True
Kepler-372 c,Kepler-372,transit,2014,20.053763,2.09,,6509.0,1.137,1.202,,0.18645731108930322,inner,,False,True,True
Kepler-372 d,Kepler-372,transit,2014,30.092568,1.69,,6509.0,1.137,1.202,,0.15077170131144615,inner,,False,True,True
Kepler-373 b,Kepler-373,transit,2014,5.535309,1.36,,5787.0,0.845,0.981,,0.12133107324471408,inner,,False,True,True
Kepler-373 c,Kepler-373,transit,2014,16.725948,1.24,,5787.0,0.845,0.981,,0.11062539031135694,inner,,False,True,True
Kepler-374 b,Kepler-374,transit,2014,1.897806,1.03,,5977.0,0.911,1.033,,0.09189044517798198,inner,,False,True,True
Kepler-374 c,Kepler-374,transit,2014,3.282807,1.1,,5977.0,0.911,1.033,,0.09813542688910698,inner,,False,True,True
Kepler-374 d,Kepler-374,transit,2014,5.028219,1.31,,5977.0,0.911,1.033,,0.11687037202248195,inner,,False,True,True
Kepler-375 b,Kepler-375,transit,2014,12.125934,1.45,,5826.0,0.837,0.891,,0.1293603354447319,inner,,False,True,True
Kepler-375 c,Kepler-375,transit,2014,19.986326,2.65,,5826.0,0.837,0.891,,0.23641716477830316,inner,,False,True,True
Kepler-376 b,Kepler-376,transit,2014,4.920199,1.07,,5900.0,1.175,0.968,,0.09545900615576769,inner,,False,True,True
Kepler-376 c,Kepler-376,transit,2014,14.172327,1.79,,5900.0,1.175,0.968,,0.15969310375591045,inner,,False,True,True
Kepler-377 b,Kepler-377,transit,2014,12.509529,1.39,,5949.0,1.224,1.043,,0.12400749397805334,inner,,False,True,True
Kepler-377 c,Kepler-377,transit,2014,27.014976,2.06,,5949.0,1.224,1.043,,0.18378089035596396,inner,,False,True,True
Kepler-378 b,Kepler-378,transit,2014,16.092361,0.75,,4661.0,0.671,0.78,,0.06691051833348202,inner,,False,True,True
Kepler-378 c,Kepler-378,transit,2014,28.906009,0.7,,4661.0,0.671,0.78,,0.06244981711124989,inner,,False,True,True
Kepler-379 b,Kepler-379,transit,2014,20.09838,1.66,,6054.0,1.306,1.125,,0.14809528057810686,inner,,False,True,True
Kepler-379 c,Kepler-379,transit,2014,62.784697,2.29,,6054.0,1.306,1.125,,0.20430011597823178,inner,,False,True,True
Kepler-38 b,Kepler-38,transit,2012,105.599,4.3,122.0,5623.0,1.752,0.941,0.3838554186541148,0.3836203051119636,inner,0.0,True,True,True
Kepler-380 b,Kepler-380,transit,2014,3.930821,1.19,,6045.0,1.224,0.99,,0.10616468908912481,inner,,False,True,True
Kepler-380 c,Kepler-380,transit,2014,7.630004,1.27,,6045.0,1.224,0.99,,0.11330181104469624,inner,,False,True,True
Kepler-381 b,Kepler-381,transit,2014,5.629021,0.99,,6152.0,1.568,1.144,,0.08832188420019628,inner,,False,True,True
Kepler-381 c,Kepler-381,transit,2014,13.391635,1.12,,6152.0,1.568,1.144,,0.09991970737799984,inner,,False,True,True
Kepler-381 d,Kepler-381,transit,2021,8.256299973,1.0667865,,6197.0,2.188,1.198,,0.09517231688821484,inner,,False,True,True
Kepler-382 b,Kepler-382,transit,2014,5.262155,1.32,,5600.0,0.945,1.002,,0.11776251226692837,inner,,False,True,True
Kepler-382 c,Kepler-382,transit,2014,12.162701,1.59,,5600.0,0.945,1.002,,0.1418502988669819,inner,,False,True,True
Kepler-383 b,Kepler-383,transit,2014,12.904532,1.32,,4710.0,0.672,0.669,,0.11776251226692837,inner,,False,True,True
Kepler-383 c,Kepler-383,transit,2014,31.200751,1.24,,4710.0,0.672,0.669,,0.11062539031135694,inner,,False,True,True
Kepler-384 b,Kepler-384,transit,2014,22.597053,1.12,,5577.0,0.882,0.882,,0.09991970737799984,inner,,False,True,True
Kepler-384 c,Kepler-384,transit,2014,45.348269,1.13,,5577.0,0.882,0.882,,0.10081184762244624,inner,,False,True,True
Kepler-385 b,Kepler-385,transit,2014,10.043686,2.73,12.8,6326.0,1.126,0.992,0.04027335539977599,0.24355428673387458,inner,0.0,True,True,True
Kepler-385 c,Kepler-385,transit,2014,15.163161,3.04,13.2,6326.0,1.126,0.992,0.04153189775601898,0.2712106343117138,inner,0.0,True,True,True
Kepler-385 d,Kepler-385,transit,2020,56.4159,2.6186448,,5829.0,1.157,1.05,,0.2336198411990365,inner,,False,True,True
Kepler-386 b,Kepler-386,transit,2014,12.31043,1.39,,5178.0,0.767,0.825,,0.12400749397805334,inner,,False,True,True
Kepler-386 c,Kepler-386,transit,2014,25.193458,1.58,,5178.0,0.767,0.825,,0.14095815862253547,inner,,False,True,True
Kepler-387 b,Kepler-387,transit,2014,6.791636,1.03,,5774.0,1.046,0.85,,0.09189044517798198,inner,,False,True,True
Kepler-387 c,Kepler-387,transit,2014,11.837549,0.89,,5774.0,1.046,0.85,,0.079400481755732,inner,,False,True,True
Kepler-388 b,Kepler-388,transit,2014,3.173315,0.81,,4498.0,0.586,0.635,,0.07226335980016059,inner,,False,True,True
Kepler-388 c,Kepler-388,transit,2014,13.297004,0.86,,4498.0,0.586,0.635,,0.07672406102239272,inner,,False,True,True
Kepler-389 b,Kepler-389,transit,2014,3.244107,1.51,,5376.0,0.792,0.765,,0.1347131769114105,inner,,False,True,True
Kepler-389 c,Kepler-389,transit,2014,14.51143,1.46,,5376.0,0.792,0.765,,0.13025247568917833,inner,,False,True,True
Kepler-39 b,Kepler-39,transit,2011,21.08721,13.9,6388.1,6350.0,1.4,1.29,20.099236064789764,1.2400749397805335,inner,0.0,True,True,True
Kepler-390 b,Kepler-390,transit,2014,6.738088,0.82,,5166.0,0.776,0.787,,0.07315550004460701,inner,,False,True,True
Kepler-390 c,Kepler-390,transit,2014,13.060022,0.79,,5166.0,0.776,0.787,,0.07047907931126773,inner,,False,True,True
Kepler-391 b,Kepler-391,transit,2014,7.416755,3.2,,4940.0,3.569,1.334,,0.2854848782228567,inner,,False,True,True
Kepler-391 c,Kepler-391,transit,2014,20.485435,3.54,,4940.0,3.569,1.334,,0.31581764653403516,inner,,False,True,True
Kepler-392 b,Kepler-392,transit,2014,5.341853,1.0,,5938.0,1.129,0.874,,0.0892140244446427,inner,,False,True,True
Kepler-392 c,Kepler-392,transit,2014,10.423118,1.1,,5938.0,1.129,0.874,,0.09813542688910698,inner,,False,True,True
Kepler-393 b,Kepler-393,transit,2014,9.182417,1.29,,6189.0,1.382,1.256,,0.11508609153358909,inner,,False,True,True
Kepler-393 c,Kepler-393,transit,2014,14.613612,1.33,,6189.0,1.382,1.256,,0.1186546525113748,inner,,False,True,True
Kepler-394 b,Kepler-394,transit,2014,8.005013,1.6,,6402.0,1.132,0.87,,0.14274243911142834,inner,,False,True,True
Kepler-394 c,Kepler-394,transit,2014,12.130686,1.66,,6402.0,1.132,0.87,,0.14809528057810686,inner,,False,True,True
Kepler-394 d,Kepler-394,transit,2021,5.613580227,1.50066814,,6398.0,1.101,1.141,,0.1338806441252565,inner,,False,True,True
Kepler-395 b,Kepler-395,transit,2014,7.054346,1.03,,4262.0,0.556,0.622827,,0.09189044517798198,inner,,False,True,True
Kepler-395 c,Kepler-395,transit,2014,34.989262,1.32,,4262.0,0.556,0.622827,,0.11776251226692837,inner,,False,True,True
Kepler-396 b,Kepler-396,transit,2013,42.994,3.5,75.5,5656.0,1.06,0.85,0.23754986974086614,0.3122490855562495,inner,0.0,True,True,True
Kepler-396 c,Kepler-396,transit,2013,88.505,5.3,17.9,5656.0,1.06,0.85,0.05631977044187422,0.4728343295566063,inner,0.0,True,True,True
Kepler-397 b,Kepler-397,transit,2014,22.250949,2.46,,5307.0,0.767,0.844,,0.21946650013382105,inner,,False,True,True
Kepler-397 c,Kepler-397,transit,2014,135.498527,6.18,,5307.0,0.767,0.844,,0.5513426710678919,inner,,False,True,True
Kepler-398 b,Kepler-398,transit,2014,4.081423,0.93,,4493.0,0.613,0.649,,0.08296904273351771,inner,,False,True,True
Kepler-398 c,Kepler-398,transit,2014,11.419412,1.01,,4493.0,0.613,0.649,,0.09010616468908914,inner,,False,True,True
Kepler-398 d,Kepler-398,transit,2016,6.83437001,0.88,,4557.0,0.67,0.72,,0.07850834151128558,inner,,False,True,True
Kepler-399 b,Kepler-399,transit,2014,14.425281,0.96,,5502.0,0.68,0.902,,0.08564546346685699,inner,,False,True,True
Kepler-399 c,Kepler-399,transit,2014,26.67569,1.43,,5502.0,0.68,0.902,,0.12757605495583907,inner,,False,True,True
Kepler-399 d,Kepler-399,transit,2014,58.034616,1.89,,5502.0,0.68,0.902,,0.1686145062003747,inner,,False,True,True
Kepler-4 b,Kepler-4,transit,2009,3.21346,4.002,24.472,5857.0,1.487,1.223,0.07699762135494671,0.3570345258274601,inner,0.0,True,True,True
Kepler-40 b,Kepler-40,transit,2010,6.87349,13.11,699.2,6510.0,2.13,1.48,2.199932038712763,1.1695958604692658,inner,0.0,True,True,True
Kepler-400 b,Kepler-400,transit,2014,9.024389,1.65,,5886.0,1.145,1.08,,0.14720314033366044,inner,,False,True,True
Kepler-400 c,Kepler-400,transit,2014,17.340824,1.49,,5886.0,1.145,1.08,,0.13292889642251762,inner,,False,True,True
Kepler-401 b,Kepler-401,transit,2014,14.383035,1.71,,6117.0,1.333,1.173,,0.15255598180033902,inner,,False,True,True
Kepler-401 c,Kepler-401,transit,2014,47.318218,2.15,,6117.0,1.333,1.173,,0.1918101525559818,inner,,False,True,True
Kepler-401 d,Kepler-401,transit,2016,184.256405,2.27,,6184.0,1.29,1.17,,0.20251583548933894,inner,,False,True,True
Kepler-402 b,Kepler-402,transit,2014,4.028751,1.22,,6090.0,1.264,1.072,,0.10884110982246409,inner,,False,True,True
Kepler-402 c,Kepler-402,transit,2014,6.124821,1.56,,6090.0,1.264,1.072,,0.13917387813364263,inner,,False,True,True
Kepler-402 d,Kepler-402,transit,2014,8.921099,1.38,,6090.0,1.264,1.072,,0.12311535373360692,inner,,False,True,True
Kepler-402 e,Kepler-402,transit,2014,11.242861,1.46,,6090.0,1.264,1.072,,0.13025247568917833,inner,,False,True,True
Kepler-403 b,Kepler-403,transit,2014,7.031462,1.25,,6090.0,1.329,1.299,,0.11151753055580338,inner,,False,True,True
Kepler-403 c,Kepler-403,transit,2014,54.280749,1.75,,6090.0,1.329,1.299,,0.15612454277812474,inner,,False,True,True
Kepler-403 d,Kepler-403,transit,2016,13.61159129,1.42,,6209.0,1.45,1.25,,0.12668391471139262,inner,,False,True,True
Kepler-404 b,Kepler-404,transit,2014,11.829851,1.27,,5654.0,0.884,0.86,,0.11330181104469624,inner,,False,True,True
Kepler-404 c,Kepler-404,transit,2014,14.751166,1.72,,5654.0,0.884,0.86,,0.15344812204478545,inner,,False,True,True
Kepler-405 b,Kepler-405,transit,2014,10.613839,2.08,,5818.0,0.893,0.873,,0.18556517084485682,inner,,False,True,True
Kepler-405 c,Kepler-405,transit,2014,29.726682,4.66,,5818.0,0.893,0.873,,0.415737353912035,inner,,False,True,True
Kepler-406 b,Kepler-406,transit,2014,2.42629,1.43,6.35,5538.0,1.07,1.07,0.019979359905357614,0.12757605495583907,inner,0.0,True,True,True
Kepler-406 c,Kepler-406,transit,2014,4.62332,0.85,2.71,5538.0,1.07,1.07,0.008526624463546321,0.07583192077794629,inner,0.0,True,True,True
Kepler-407 b,Kepler-407,transit,2014,0.6693124,1.19,1.93,5487.0,1.04,0.99,0.0060724668688724726,0.10616468908912481,inner,0.32880703221800667,True,True,True
Kepler-407 c,Kepler-407,radial velocity,2014,3000.0,12.3,4000.0,5476.0,1.01,1.0,12.585423562429995,1.0973325006691053,outer,0.0,True,True,True
Kepler-408 b,Kepler-408,transit,2014,2.46502,0.82,5.0,6104.0,1.23,1.08,0.015731779453037494,0.07315550004460701,inner,0.0,True,True,True
Kepler-409 b,Kepler-409,transit,2014,68.9583216,1.199,6.0,5421.0,0.897,0.913,0.01887813534364499,0.1069676153091266,inner,0.0,True,True,True
Kepler-41 b,Kepler-41,transit,2011,1.8555582,14.46,177.98,5750.0,1.29,1.15,0.5599884214103226,1.2900347934695335,inner,0.0,True,True,True
Kepler-410 A b,Kepler-410 A,transit,2013,17.833648,2.838,,6273.0,1.352,1.214,,0.253189401373896,inner,,False,True,True
Kepler-411 b,Kepler-411,transit,2013,3.005156,2.401,25.6,4974.0,0.82,0.87,0.08054671079955197,0.2142028726915871,inner,0.0,True,True,True
